index,Player ID,Inducted into HOF,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,Weight,Height,Batting Hand,Throwing Hand,MLB Debut,Final MLB Game,Award Name,All Star Games Played
18443,madlobi01,N,1806.0,6594.0,920.0,2008.0,348.0,34.0,163.0,860.0,174.0,90.0,605.0,510.0,121.0,68.0,36.0,69.0,190.0,180.0,71.0,R,R,1973-09-07,1987-10-04,TSN All-Star,3.0
18163,maddoga01,N,1749.0,6331.0,777.0,1802.0,337.0,62.0,117.0,754.0,248.0,92.0,323.0,781.0,60.0,36.0,25.0,60.0,99.0,175.0,75.0,R,R,1972-04-25,1986-04-20,Roberto Clemente Award,0
34954,machama01,N,1295.0,5095.0,739.0,1425.0,275.0,17.0,251.0,751.0,76.0,33.0,450.0,936.0,51.0,23.0,14.0,47.0,151.0,218.0,75.0,R,R,2012-08-09,2021-10-03,TSN All-Star,5.0
34942,macfami01,N,1164.0,3602.0,458.0,906.0,221.0,17.0,129.0,514.0,12.0,16.0,295.0,700.0,17.0,97.0,10.0,39.0,79.0,200.0,73.0,R,R,1987-07-23,1999-10-03,None,0
34932,mabryjo01,N,1322.0,3409.0,382.0,898.0,183.0,6.0,96.0,446.0,7.0,12.0,284.0,717.0,43.0,22.0,21.0,29.0,88.0,195.0,76.0,L,R,1994-04-23,2007-05-17,None,0
34914,lyonsde01,N,1123.0,4300.0,933.0,1334.0,244.0,69.0,62.0,756.0,224.0,0.0,623.0,280.0,0.0,82.0,24.0,0.0,0.0,185.0,70.0,R,R,1885-09-18,1897-07-23,None,0
19328,lynnfr01,N,1969.0,6925.0,1063.0,1960.0,388.0,43.0,306.0,1111.0,72.0,54.0,857.0,1116.0,77.0,30.0,25.0,86.0,149.0,185.0,73.0,L,L,1974-09-05,1990-10-03,All-Star Game MVP,9.0
17877,luzingr01,N,1821.0,6505.0,880.0,1795.0,344.0,24.0,307.0,1128.0,37.0,31.0,845.0,1495.0,95.0,84.0,1.0,79.0,147.0,220.0,73.0,R,R,1970-09-09,1984-09-24,TSN All-Star,4.0
34857,lumpeje01,N,1371.0,4912.0,620.0,1314.0,190.0,52.0,47.0,454.0,20.0,15.0,428.0,411.0,21.0,8.0,57.0,36.0,97.0,185.0,74.0,L,R,1956-04-17,1967-10-01,None,0.0
34856,lummi01,N,1517.0,3554.0,404.0,877.0,128.0,20.0,90.0,431.0,13.0,29.0,366.0,506.0,54.0,28.0,18.0,33.0,70.0,180.0,72.0,L,L,1967-09-12,1981-09-30,None,0
34844,lugoju01,N,1352.0,4758.0,688.0,1279.0,238.0,34.0,80.0,475.0,198.0,69.0,439.0,876.0,4.0,37.0,64.0,40.0,82.0,175.0,73.0,R,R,2000-04-15,2011-08-23,None,0
34833,ludwiry01,N,1065.0,3549.0,454.0,923.0,201.0,8.0,154.0,587.0,17.0,20.0,339.0,888.0,16.0,45.0,10.0,30.0,64.0,215.0,74.0,R,L,2002-06-05,2014-09-27,Silver Slugger,1.0
34829,luderfr01,N,1346.0,4851.0,570.0,1344.0,251.0,54.0,84.0,642.0,55.0,8.0,414.0,429.0,0.0,45.0,96.0,0.0,0.0,185.0,71.0,L,R,1909-09-23,1920-06-23,None,0
34827,lucrojo01,N,1210.0,4140.0,483.0,1134.0,217.0,24.0,108.0,548.0,30.0,9.0,369.0,662.0,20.0,34.0,8.0,40.0,136.0,200.0,72.0,R,R,2010-05-21,2021-07-10,None,2.0
34803,lowrije01,N,1257.0,4448.0,576.0,1155.0,287.0,17.0,118.0,578.0,7.0,3.0,488.0,856.0,19.0,24.0,8.0,44.0,89.0,180.0,72.0,B,R,2008-04-15,2021-09-23,None,1.0
34802,lowrepe01,N,1401.0,4317.0,564.0,1177.0,186.0,45.0,37.0,479.0,48.0,3.0,403.0,226.0,0.0,11.0,97.0,3.0,118.0,170.0,68.0,R,R,1942-04-14,1955-08-30,None,1.0
17954,lowenjo01,N,1368.0,3476.0,510.0,881.0,137.0,18.0,116.0,441.0,128.0,78.0,446.0,596.0,30.0,9.0,27.0,30.0,58.0,175.0,72.0,L,R,1970-09-02,1985-05-04,None,0
23852,lowelmi01,N,1601.0,5813.0,771.0,1619.0,394.0,7.0,223.0,952.0,30.0,14.0,548.0,817.0,45.0,52.0,1.0,84.0,170.0,195.0,76.0,R,R,1998-09-13,2010-10-02,World Series MVP,4.0
3006,lowebo01,N,1821.0,7078.0,1135.0,1934.0,230.0,85.0,71.0,989.0,303.0,0.0,474.0,436.0,0.0,71.0,143.0,0.0,0.0,150.0,70.0,R,R,1890-04-19,1907-10-06,None,0
34760,loretma01,N,1726.0,5812.0,768.0,1713.0,309.0,22.0,76.0,629.0,47.0,35.0,555.0,605.0,20.0,71.0,56.0,64.0,157.0,175.0,72.0,R,R,1995-09-04,2009-10-04,Hutch Award,2.0
34755,lordha01,N,972.0,3691.0,509.0,1026.0,107.0,70.0,14.0,294.0,206.0,2.0,226.0,171.0,0.0,38.0,186.0,0.0,0.0,165.0,70.0,L,R,1907-09-25,1915-09-27,Baseball Magazine All-Star,0
34732,lopezjo01,N,1036.0,3841.0,421.0,1005.0,215.0,11.0,92.0,480.0,25.0,17.0,150.0,471.0,13.0,31.0,33.0,34.0,113.0,205.0,72.0,R,R,2004-07-31,2012-10-03,None,1.0
22708,lopezja01,N,1503.0,5319.0,674.0,1527.0,267.0,19.0,260.0,864.0,8.0,19.0,357.0,969.0,43.0,66.0,6.0,45.0,172.0,185.0,75.0,R,R,1992-09-18,2006-09-02,TSN All-Star,3.0
34729,lopezhe01,N,1450.0,4644.0,623.0,1251.0,193.0,37.0,136.0,591.0,16.0,23.0,418.0,696.0,24.0,23.0,48.0,44.0,136.0,182.0,71.0,R,R,1955-05-12,1966-09-30,None,0
34728,lopezfe01,N,1185.0,4337.0,600.0,1145.0,219.0,31.0,90.0,439.0,124.0,58.0,445.0,913.0,15.0,18.0,35.0,29.0,66.0,205.0,72.0,B,R,2001-08-03,2011-08-20,TSN All-Star,1.0
9833,lopezal01,N,1950.0,5916.0,613.0,1547.0,206.0,43.0,51.0,652.0,46.0,1.0,556.0,538.0,0.0,14.0,121.0,0.0,137.0,165.0,71.0,R,R,1928-09-27,1947-09-16,Baseball Magazine All-Star,2.0
18451,lopesda01,N,1812.0,6354.0,1023.0,1671.0,232.0,50.0,155.0,614.0,557.0,114.0,833.0,852.0,38.0,31.0,74.0,48.0,126.0,170.0,69.0,R,R,1972-09-22,1987-10-04,TSN All-Star,4.0
34707,longte01,N,890.0,3068.0,428.0,824.0,166.0,21.0,69.0,376.0,27.0,15.0,227.0,460.0,23.0,7.0,0.0,23.0,90.0,190.0,73.0,L,L,1999-04-14,2006-06-05,None,0
34702,longoev01,N,1823.0,6829.0,961.0,1818.0,409.0,26.0,317.0,1089.0,58.0,19.0,680.0,1540.0,85.0,70.0,1.0,91.0,192.0,213.0,73.0,R,R,2008-04-12,2021-10-03,Gold Glove,2.0
1412,longhe01,N,1875.0,7678.0,1456.0,2129.0,342.0,97.0,91.0,1055.0,537.0,0.0,612.0,462.0,0.0,57.0,158.0,0.0,0.0,160.0,68.0,L,R,1889-04-17,1904-07-13,None,0
34691,longda02,N,1013.0,3020.0,384.0,805.0,135.0,33.0,132.0,467.0,10.0,3.0,353.0,460.0,39.0,7.0,7.0,39.0,76.0,205.0,76.0,L,L,1951-04-21,1963-07-18,None,1.0
34686,loneyja01,N,1443.0,5023.0,528.0,1425.0,267.0,21.0,108.0,669.0,38.0,21.0,397.0,652.0,61.0,20.0,8.0,38.0,156.0,235.0,75.0,L,L,2006-04-04,2016-10-02,None,0
10130,lombaer01,N,1853.0,5855.0,601.0,1792.0,277.0,27.0,190.0,990.0,8.0,0.0,430.0,262.0,0.0,46.0,18.0,0.0,261.0,230.0,75.0,R,R,1931-04-15,1947-09-17,Baseball Magazine All-Star,5.0
34673,lollash01,N,1752.0,5351.0,623.0,1415.0,244.0,14.0,155.0,808.0,20.0,10.0,671.0,453.0,49.0,115.0,47.0,34.0,184.0,185.0,73.0,R,R,1946-04-20,1963-09-07,TSN All-Star,5.0
34660,loganjo01,N,1503.0,5244.0,651.0,1407.0,216.0,41.0,93.0,547.0,19.0,13.0,451.0,472.0,26.0,43.0,125.0,30.0,125.0,175.0,71.0,R,R,1951-04-17,1963-09-27,None,2.0
23437,loftoke01,N,2103.0,8120.0,1528.0,2428.0,383.0,116.0,130.0,781.0,622.0,160.0,945.0,1016.0,43.0,32.0,72.0,65.0,111.0,180.0,72.0,L,L,1991-09-14,2007-09-29,Gold Glove,5.0
23635,loducpa01,N,1082.0,3892.0,483.0,1112.0,222.0,8.0,80.0,481.0,20.0,19.0,266.0,295.0,23.0,58.0,42.0,44.0,138.0,193.0,70.0,R,R,1998-06-21,2008-09-27,TSN All-Star,4.0
13589,lockmwh01,N,1666.0,5940.0,836.0,1658.0,222.0,49.0,114.0,563.0,43.0,27.0,552.0,383.0,15.0,19.0,64.0,15.0,68.0,175.0,73.0,L,R,1945-07-05,1960-06-24,None,1.0
4808,loberha01,N,1317.0,4563.0,640.0,1252.0,159.0,82.0,32.0,482.0,316.0,15.0,395.0,302.0,0.0,38.0,231.0,0.0,0.0,170.0,69.0,R,R,1903-09-21,1917-10-03,Baseball Magazine All-Star,0
34609,litwhda01,N,1057.0,3494.0,428.0,982.0,162.0,32.0,107.0,451.0,11.0,0.0,299.0,377.0,0.0,27.0,38.0,0.0,86.0,198.0,70.0,R,R,1940-04-25,1951-09-25,None,1.0
9793,lindsfr01,N,1438.0,5611.0,895.0,1747.0,301.0,81.0,103.0,779.0,84.0,10.0,334.0,276.0,0.0,13.0,146.0,0.0,35.0,170.0,71.0,R,R,1924-04-15,1936-05-15,TSN All-Star,0
34549,lindofr01,N,902.0,3592.0,581.0,1000.0,207.0,18.0,158.0,474.0,109.0,31.0,342.0,592.0,31.0,30.0,31.0,39.0,74.0,190.0,71.0,B,R,2015-06-14,2021-10-03,Gold Glove,4.0
34542,lindjo01,N,1044.0,3677.0,368.0,935.0,145.0,27.0,9.0,324.0,62.0,19.0,215.0,370.0,50.0,8.0,69.0,31.0,102.0,155.0,71.0,R,R,1987-08-28,1995-08-29,Gold Glove,0
34527,lindad01,N,1344.0,4577.0,588.0,1247.0,259.0,12.0,200.0,723.0,7.0,5.0,393.0,945.0,45.0,17.0,3.0,39.0,117.0,195.0,74.0,L,L,2006-09-02,2017-10-01,Silver Slugger,0
34500,liebemi01,N,1212.0,4218.0,534.0,1155.0,257.0,10.0,150.0,610.0,8.0,7.0,335.0,571.0,34.0,89.0,10.0,43.0,114.0,170.0,72.0,R,R,1994-06-30,2007-09-22,Gold Glove,2.0
34488,lezcasi01,N,1291.0,4134.0,560.0,1122.0,184.0,34.0,148.0,591.0,37.0,31.0,576.0,768.0,37.0,19.0,39.0,46.0,96.0,165.0,70.0,R,R,1974-09-10,1985-09-29,Gold Glove,0
4689,lewisdu01,N,1459.0,5351.0,612.0,1518.0,289.0,68.0,38.0,793.0,113.0,47.0,352.0,424.0,0.0,40.0,264.0,0.0,0.0,165.0,70.0,R,R,1910-04-16,1921-06-06,None,0
34467,lewisda01,N,1354.0,4081.0,607.0,1021.0,137.0,37.0,27.0,342.0,247.0,107.0,403.0,514.0,1.0,48.0,101.0,19.0,58.0,180.0,72.0,R,R,1990-08-21,2002-07-30,Gold Glove,0
34465,lewisbu01,N,1349.0,5261.0,830.0,1563.0,249.0,93.0,71.0,607.0,83.0,59.0,573.0,303.0,0.0,20.0,83.0,0.0,69.0,175.0,73.0,L,R,1935-09-16,1949-09-30,None,2.0
19535,leonaje01,N,1415.0,5045.0,614.0,1342.0,223.0,37.0,144.0,723.0,163.0,61.0,342.0,1000.0,41.0,23.0,8.0,58.0,146.0,200.0,74.0,R,R,1977-09-02,1990-10-03,NLCS MVP,2.0
34394,lemonji01,N,1010.0,3445.0,446.0,901.0,121.0,35.0,164.0,529.0,13.0,18.0,363.0,787.0,19.0,18.0,6.0,38.0,73.0,200.0,76.0,R,R,1950-08-20,1963-09-29,None,1.0
19533,lemonch01,N,1988.0,6868.0,973.0,1875.0,396.0,61.0,215.0,884.0,58.0,76.0,749.0,1024.0,46.0,151.0,50.0,54.0,174.0,190.0,72.0,R,R,1975-09-09,1990-10-03,None,3.0
34392,lemkema01,N,1069.0,3230.0,349.0,795.0,125.0,15.0,32.0,270.0,11.0,19.0,348.0,341.0,48.0,0.0,56.0,30.0,94.0,167.0,70.0,B,R,1988-09-17,1998-05-25,None,0
34389,lemasjo01,N,1039.0,3191.0,320.0,709.0,109.0,19.0,22.0,229.0,94.0,51.0,241.0,564.0,37.0,7.0,57.0,19.0,52.0,165.0,74.0,R,R,1975-09-02,1987-07-28,None,0
34386,lemahdj01,N,1300.0,4839.0,735.0,1454.0,230.0,36.0,95.0,535.0,87.0,43.0,415.0,782.0,22.0,23.0,35.0,37.0,146.0,220.0,76.0,R,R,2011-05-30,2021-09-30,TSN All-Star,2.0
34358,leibone01,N,1268.0,4167.0,638.0,1109.0,145.0,49.0,3.0,284.0,134.0,60.0,571.0,335.0,0.0,16.0,109.0,0.0,0.0,157.0,66.0,L,R,1913-04-12,1925-10-02,None,0
34343,lefloro01,N,1099.0,4458.0,731.0,1283.0,172.0,57.0,59.0,353.0,455.0,142.0,363.0,888.0,15.0,17.0,14.0,20.0,73.0,200.0,72.0,R,R,1974-08-01,1982-09-03,None,1.0
34338,lefebji01,N,922.0,3014.0,313.0,756.0,126.0,18.0,74.0,404.0,8.0,15.0,322.0,447.0,52.0,13.0,39.0,29.0,64.0,180.0,72.0,B,R,1965-04-12,1972-09-19,Rookie of the Year,1.0
34334,leetr01,N,1099.0,3740.0,476.0,958.0,191.0,16.0,115.0,488.0,59.0,20.0,457.0,704.0,35.0,9.0,2.0,25.0,92.0,205.0,75.0,L,L,1998-03-31,2006-09-01,None,0
23993,leede02,N,1942.0,6962.0,1081.0,1959.0,432.0,30.0,331.0,1078.0,104.0,48.0,874.0,1622.0,72.0,70.0,2.0,55.0,199.0,240.0,77.0,R,R,1997-04-28,2011-09-28,Gold Glove,2.0
24076,leeca01,N,2099.0,7983.0,1125.0,2273.0,469.0,19.0,358.0,1363.0,125.0,47.0,655.0,984.0,60.0,47.0,3.0,98.0,206.0,270.0,74.0,R,R,1999-05-07,2012-10-03,TSN All-Star,3.0
5201,leachto01,N,2156.0,7959.0,1355.0,2143.0,266.0,172.0,63.0,810.0,361.0,14.0,820.0,666.0,0.0,32.0,240.0,0.0,0.0,150.0,66.0,R,R,1898-09-28,1918-09-02,Baseball Magazine All-Star,0
11467,leachfr01,N,991.0,3733.0,543.0,1147.0,196.0,53.0,72.0,509.0,32.0,4.0,163.0,189.0,0.0,27.0,73.0,0.0,0.0,183.0,71.0,L,R,1923-05-24,1932-09-20,None,0
7361,lazzeto01,N,1740.0,6297.0,986.0,1840.0,334.0,115.0,178.0,1191.0,148.0,79.0,869.0,864.0,0.0,21.0,116.0,0.0,8.0,170.0,71.0,R,R,1926-04-13,1939-06-07,TSN All-Star,0.0
34254,lawva01,N,1212.0,3802.0,453.0,972.0,193.0,26.0,71.0,442.0,34.0,26.0,408.0,602.0,14.0,9.0,43.0,36.0,92.0,185.0,74.0,R,R,1980-06-01,1991-10-06,None,1.0
34253,lawtoma02,N,1334.0,4763.0,756.0,1273.0,267.0,17.0,138.0,631.0,165.0,66.0,681.0,613.0,34.0,94.0,2.0,30.0,113.0,180.0,70.0,L,R,1995-09-05,2006-05-16,None,2.0
34225,lavando01,N,1163.0,3891.0,338.0,954.0,134.0,45.0,7.0,377.0,71.0,56.0,209.0,376.0,0.0,24.0,141.0,0.0,0.0,151.0,68.0,R,R,1913-06-22,1924-05-04,None,0
11447,lavagco01,N,1043.0,3509.0,487.0,945.0,183.0,37.0,40.0,486.0,63.0,0.0,485.0,244.0,0.0,12.0,33.0,0.0,86.0,170.0,72.0,R,R,1934-04-17,1947-09-28,Baseball Magazine All-Star,2.0
3003,lathaar01,N,1629.0,6832.0,1481.0,1836.0,245.0,85.0,27.0,563.0,742.0,0.0,589.0,305.0,0.0,85.0,18.0,0.0,0.0,150.0,68.0,R,R,1880-07-05,1909-09-30,None,0
34198,laryly01,N,1302.0,4603.0,805.0,1239.0,247.0,56.0,38.0,526.0,162.0,49.0,705.0,470.0,0.0,25.0,91.0,0.0,6.0,165.0,72.0,R,R,1929-05-11,1940-08-07,None,0
34183,larocad01,N,1605.0,5593.0,752.0,1452.0,340.0,13.0,255.0,882.0,13.0,11.0,649.0,1407.0,67.0,24.0,5.0,58.0,128.0,205.0,74.0,L,L,2004-04-07,2015-10-02,Silver Slugger,0
34175,larkihe01,N,1184.0,4718.0,925.0,1429.0,259.0,114.0,53.0,836.0,129.0,0.0,484.0,182.0,0.0,101.0,0.0,0.0,0.0,175.0,70.0,R,R,1884-05-01,1893-08-04,None,0
22166,larkiba01,N,2180.0,7937.0,1329.0,2340.0,441.0,76.0,198.0,960.0,379.0,77.0,939.0,817.0,66.0,55.0,59.0,67.0,178.0,185.0,72.0,R,R,1986-08-13,2004-10-03,TSN All-Star,9.0
34164,laporfr01,N,1194.0,4212.0,501.0,1185.0,198.0,79.0,15.0,560.0,101.0,0.0,288.0,271.0,0.0,27.0,124.0,0.0,0.0,175.0,68.0,R,R,1905-09-29,1915-10-03,None,0
34158,lansimi01,N,1110.0,4150.0,554.0,1124.0,254.0,17.0,84.0,440.0,119.0,38.0,299.0,570.0,17.0,37.0,43.0,22.0,116.0,175.0,72.0,R,R,1993-04-07,2001-09-08,None,0
19956,lansfca01,N,1862.0,7158.0,1007.0,2074.0,332.0,40.0,151.0,874.0,224.0,104.0,553.0,719.0,45.0,64.0,53.0,77.0,166.0,195.0,74.0,R,R,1978-04-08,1992-10-04,Hutch Award,1.0
22368,lankfra01,N,1701.0,5747.0,968.0,1561.0,356.0,54.0,238.0,874.0,258.0,117.0,828.0,1550.0,68.0,36.0,10.0,53.0,77.0,180.0,71.0,L,L,1990-08-21,2004-10-03,None,1.0
15971,lanieha01,N,1196.0,3703.0,297.0,843.0,111.0,20.0,8.0,273.0,11.0,11.0,136.0,436.0,25.0,4.0,78.0,19.0,135.0,180.0,74.0,R,R,1964-06-18,1973-09-30,None,0
2075,langebi01,N,813.0,3202.0,691.0,1056.0,134.0,80.0,39.0,579.0,400.0,0.0,350.0,123.0,0.0,25.0,43.0,0.0,0.0,190.0,73.0,R,R,1893-04-27,1899-10-15,None,0
34126,landrke01,N,1264.0,4101.0,522.0,1099.0,180.0,45.0,91.0,479.0,145.0,60.0,299.0,421.0,33.0,19.0,39.0,45.0,78.0,165.0,70.0,L,R,1977-09-11,1987-10-04,None,1.0
34119,landiji01,N,1346.0,4288.0,625.0,1061.0,169.0,50.0,93.0,467.0,139.0,51.0,588.0,767.0,22.0,59.0,61.0,29.0,65.0,180.0,73.0,R,R,1957-04-16,1967-08-27,Gold Glove,1.0
145,lajoina01,N,2480.0,9590.0,1504.0,3243.0,657.0,163.0,82.0,1599.0,380.0,21.0,516.0,321.0,0.0,134.0,221.0,0.0,0.0,195.0,73.0,R,R,1896-08-12,1916-08-26,Baseball Magazine All-Star,0
34039,lacyle01,N,1523.0,4549.0,650.0,1303.0,207.0,42.0,91.0,458.0,185.0,86.0,372.0,657.0,26.0,9.0,41.0,33.0,86.0,175.0,73.0,R,R,1972-06-30,1987-10-03,None,0
34028,lachaca01,N,1265.0,4928.0,681.0,1380.0,198.0,87.0,39.0,693.0,192.0,0.0,219.0,429.0,0.0,55.0,105.0,0.0,0.0,183.0,73.0,B,R,1893-08-15,1905-04-28,None,0
34022,laabsch01,N,950.0,3102.0,467.0,813.0,151.0,44.0,117.0,509.0,32.0,22.0,389.0,595.0,0.0,10.0,37.0,0.0,60.0,175.0,68.0,R,R,1937-05-05,1947-06-03,None,1.0
34008,kurowwh01,N,916.0,3229.0,518.0,925.0,162.0,32.0,106.0,529.0,19.0,0.0,369.0,332.0,0.0,36.0,57.0,0.0,72.0,193.0,71.0,R,R,1941-09-23,1949-10-01,Baseball Magazine All-Star,3.0
33993,kuipedu01,N,1057.0,3379.0,329.0,917.0,91.0,29.0,1.0,263.0,52.0,71.0,248.0,255.0,27.0,28.0,82.0,17.0,76.0,175.0,72.0,L,R,1974-09-09,1985-06-27,None,0
10992,kuheljo01,N,2104.0,7984.0,1236.0,2212.0,412.0,111.0,131.0,1049.0,178.0,90.0,980.0,612.0,0.0,39.0,92.0,0.0,74.0,180.0,72.0,L,L,1930-07-31,1947-05-11,None,0
15333,kuennha01,N,1833.0,6913.0,951.0,2092.0,356.0,56.0,87.0,671.0,68.0,56.0,594.0,404.0,39.0,15.0,44.0,52.0,143.0,187.0,74.0,R,R,1952-09-06,1966-10-02,TSN All-Star,7.0
33985,kuehnbi01,N,1087.0,4286.0,533.0,993.0,145.0,115.0,25.0,403.0,150.0,0.0,136.0,260.0,0.0,10.0,0.0,0.0,0.0,185.0,68.0,R,R,1883-05-01,1892-09-29,None,0
33973,kubelja01,N,1036.0,3480.0,442.0,913.0,187.0,19.0,140.0,564.0,12.0,7.0,355.0,834.0,34.0,11.0,3.0,34.0,89.0,220.0,72.0,L,R,2004-08-31,2014-06-06,None,0
33972,kubekto01,N,1092.0,4167.0,522.0,1109.0,178.0,30.0,57.0,373.0,29.0,23.0,217.0,441.0,24.0,13.0,71.0,26.0,62.0,190.0,75.0,L,R,1957-04-20,1965-10-03,TSN All-Star,2.0
20876,krukjo01,N,1200.0,3897.0,582.0,1170.0,199.0,34.0,100.0,592.0,58.0,31.0,649.0,701.0,83.0,2.0,12.0,43.0,92.0,170.0,70.0,L,L,1986-04-07,1995-07-30,None,2.0
11515,kressre01,N,1391.0,5087.0,691.0,1454.0,298.0,58.0,89.0,799.0,47.0,56.0,474.0,453.0,0.0,6.0,97.0,0.0,18.0,165.0,71.0,R,R,1927-09-24,1946-07-17,Baseball Magazine All-Star,0
33928,kreevmi01,N,1241.0,4676.0,676.0,1321.0,221.0,75.0,45.0,514.0,115.0,53.0,446.0,339.0,0.0,7.0,119.0,0.0,74.0,168.0,67.0,R,R,1931-09-07,1945-09-23,None,1.0
17234,kraneed01,N,1853.0,5436.0,536.0,1418.0,225.0,25.0,118.0,614.0,15.0,27.0,454.0,581.0,89.0,14.0,35.0,58.0,138.0,205.0,75.0,L,L,1962-09-22,1979-09-30,None,0.0
33894,kotsama01,N,1914.0,6464.0,790.0,1784.0,353.0,48.0,127.0,720.0,98.0,64.0,554.0,757.0,38.0,13.0,30.0,48.0,152.0,220.0,72.0,L,L,1997-07-11,2013-09-29,None,0
33893,kotchca01,N,939.0,3071.0,322.0,799.0,157.0,7.0,71.0,388.0,14.0,9.0,267.0,339.0,27.0,43.0,9.0,22.0,98.0,220.0,75.0,L,L,2004-05-09,2013-06-08,None,0
33886,koskico01,N,989.0,3399.0,516.0,936.0,223.0,13.0,124.0,506.0,71.0,36.0,458.0,795.0,45.0,56.0,3.0,34.0,75.0,215.0,75.0,L,R,1998-09-09,2006-07-05,None,0
33870,kopfla01,N,853.0,3010.0,349.0,750.0,84.0,30.0,5.0,266.0,72.0,48.0,242.0,214.0,0.0,33.0,97.0,0.0,0.0,160.0,69.0,B,R,1913-09-02,1923-06-16,None,0
33851,koneted01,N,2085.0,7649.0,972.0,2150.0,344.0,182.0,74.0,992.0,255.0,5.0,689.0,719.0,0.0,73.0,253.0,0.0,0.0,195.0,74.0,R,R,1907-06-29,1921-10-01,None,0
33850,konerpa01,N,2349.0,8393.0,1162.0,2340.0,410.0,8.0,439.0,1412.0,9.0,4.0,921.0,1391.0,80.0,104.0,1.0,86.0,282.0,220.0,74.0,R,R,1997-09-08,2014-09-28,Roberto Clemente Award,6.0
33839,kollodo01,N,1079.0,3993.0,466.0,1081.0,180.0,30.0,29.0,393.0,76.0,54.0,189.0,251.0,0.0,10.0,52.0,0.0,110.0,200.0,75.0,R,R,1940-09-16,1953-04-21,None,0
33825,koenima01,N,1162.0,4271.0,572.0,1190.0,195.0,49.0,28.0,443.0,31.0,14.0,222.0,190.0,0.0,11.0,99.0,0.0,36.0,180.0,72.0,B,R,1925-09-08,1936-09-27,None,0
33788,knoopbo01,N,1153.0,3622.0,337.0,856.0,129.0,29.0,56.0,331.0,16.0,17.0,305.0,833.0,48.0,14.0,36.0,27.0,91.0,170.0,73.0,R,R,1964-04-13,1972-09-20,Gold Glove,1.0
22029,knoblch01,N,1632.0,6366.0,1132.0,1839.0,322.0,64.0,98.0,615.0,407.0,117.0,804.0,730.0,22.0,139.0,20.0,56.0,116.0,175.0,69.0,R,R,1991-04-09,2002-09-27,TSN All-Star,4.0
18981,knighra01,N,1495.0,4829.0,490.0,1311.0,266.0,27.0,84.0,595.0,14.0,25.0,343.0,579.0,43.0,36.0,22.0,61.0,169.0,185.0,73.0,R,R,1974-09-10,1988-10-02,World Series MVP,2.0
33771,knickbi01,N,907.0,3418.0,423.0,943.0,198.0,27.0,28.0,368.0,25.0,46.0,244.0,238.0,0.0,9.0,82.0,0.0,19.0,170.0,71.0,R,R,1933-04-12,1942-09-17,Baseball Magazine All-Star,0
5905,knabeot01,N,1278.0,4469.0,572.0,1103.0,178.0,48.0,8.0,365.0,143.0,0.0,485.0,326.0,0.0,36.0,265.0,0.0,0.0,175.0,68.0,R,R,1905-10-03,1916-09-25,None,0
13676,kluszte01,N,1718.0,5929.0,848.0,1766.0,290.0,29.0,279.0,1028.0,20.0,10.0,492.0,365.0,70.0,23.0,3.0,23.0,143.0,225.0,74.0,L,L,1947-04-18,1961-10-01,TSN All-Star,4.0
2064,klingjo01,N,1261.0,4246.0,475.0,1154.0,181.0,61.0,20.0,515.0,124.0,0.0,281.0,327.0,0.0,12.0,106.0,0.0,0.0,160.0,69.0,R,R,1900-09-11,1913-09-21,Baseball Magazine All-Star,0
23463,kleskry01,N,1736.0,5611.0,874.0,1564.0,343.0,33.0,278.0,987.0,91.0,41.0,817.0,1077.0,84.0,29.0,4.0,55.0,125.0,220.0,75.0,L,L,1992-09-12,2007-09-25,None,1.0
8617,kleinch01,N,1753.0,6486.0,1168.0,2076.0,398.0,74.0,300.0,1201.0,79.0,0.0,601.0,521.0,0.0,12.0,69.0,0.0,55.0,185.0,72.0,L,R,1928-07-30,1944-06-11,TSN All-Star,2.0
33709,kittrma01,N,1216.0,4029.0,375.0,882.0,108.0,31.0,17.0,391.0,64.0,0.0,314.0,274.0,0.0,8.0,103.0,0.0,0.0,170.0,67.0,R,R,1890-04-19,1906-08-08,None,0
33695,kirkped01,N,1311.0,3467.0,411.0,824.0,143.0,18.0,85.0,424.0,34.0,39.0,456.0,518.0,70.0,22.0,25.0,39.0,70.0,195.0,71.0,L,R,1962-09-13,1977-10-02,None,0
33693,kirklwi01,N,1149.0,3494.0,443.0,837.0,134.0,29.0,148.0,509.0,52.0,19.0,323.0,648.0,38.0,15.0,16.0,34.0,45.0,206.0,73.0,L,R,1958-04-15,1966-09-26,None,0
33678,kipnija01,N,1165.0,4404.0,607.0,1147.0,260.0,24.0,126.0,545.0,136.0,33.0,467.0,951.0,16.0,39.0,26.0,48.0,76.0,200.0,71.0,L,R,2011-07-22,2020-09-27,None,2.0
33672,kinslia01,N,1888.0,7423.0,1243.0,1999.0,416.0,41.0,257.0,909.0,243.0,74.0,693.0,1046.0,11.0,92.0,32.0,59.0,161.0,200.0,72.0,R,R,2006-04-03,2019-08-12,Gold Glove,4.0
18137,kingmda01,N,1941.0,6677.0,901.0,1575.0,240.0,25.0,442.0,1210.0,85.0,49.0,608.0,1816.0,72.0,53.0,16.0,75.0,139.0,210.0,78.0,R,R,1971-07-30,1986-10-05,TSN All-Star,2.0
